X,Y,aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid
-8368542.75493051,4857497.77487177,126515001,3805,2480,MARIAN ANDERSON NEIGHBORHOOD ACADEMY,MARIAN ANDERSON NEIGHBORHOOD ACADEMY,2000 CATHARINE ST,19146,(215) 400-7940,ELEMENTARY/MIDDLE,K-8,339,1,DISTRICT,111
-8374002.73163781,4858332.6937719,326517668,,,HYACINTH MONTESSORI,HYACINTH MONTESSORI,5050 BALTIMORE AVE,19143,(267) 209-0869,ELEMENTARY SCHOOL,K-6,,3,PRIVATE,112
-8358015.58638807,4874983.72255551,126515001,3762,8230,"CROSSAN, KENNEDY C. SCHOOL",KENNEDY C. CROSSAN SCHOOL,7350 BINGHAM ST,19111,(215) 400-3160,ELEMENTARY SCHOOL,K-5,327,1,DISTRICT,113
-8367673.12005541,4874465.92279862,126515001,3706,6200,"DAY, ANNA B. SCHOOL",ANNA B. DAY SCHOOL,6324 CRITTENDEN ST,19138,(215) 400-3520,ELEMENTARY/MIDDLE,K-8,288,1,DISTRICT,114
-8364393.7444228,4864889.02352119,126515001,7175,5170,"DEBURGOS, J. ELEMENTARY",JULIA DE BURGOS SCHOOL,401 W LEHIGH AVE,19133,(215) 400-7080,ELEMENTARY/MIDDLE,K-8,550,1,DISTRICT,115
-8345685.62854923,4879863.57154004,126515001,4727,8420,"DECATUR, STEPHEN SCHOOL",STEPHEN DECATUR SCHOOL,3500 ACADEMY RD,19154,(215) 400-3050,ELEMENTARY/MIDDLE,K-8,1029,1,DISTRICT,116
-8368307.68988121,4864014.10654055,126515001,3786,4270,"DICK, WILLIAM SCHOOL",WILLIAM DICK SCHOOL,2498 W DIAMOND ST,19121,(215) 400-7340,ELEMENTARY/MIDDLE,K-8,343,1,DISTRICT,117
-8354164.9193832,4870061.22527881,126515001,3763,8240,"DISSTON, HAMILTON SCHOOL",HAMILTON DISSTON SCHOOL,6801 COTTAGE ST,19135,(215) 400-3350,ELEMENTARY/MIDDLE,K-8,740,1,DISTRICT,118
-8367540.57852146,4865236.42937339,126515001,3841,4060,"DOBBINS, MURRELL HIGH SCHOOL",MURRELL DOBBINS CAREER AND TECHNICAL HIGH SCHOOL,2150 W LEHIGH AVE,19132,(215) 400-7050,HIGH SCHOOL,9-12,582,1,DISTRICT,119
-8374626.04167072,4870508.65793608,126515001,3726,6450,"DOBSON, JAMES SCHOOL",JAMES DOBSON SCHOOL,4667 UMBRIA ST,19127,(215) 400-3570,ELEMENTARY/MIDDLE,K-8,229,1,DISTRICT,120
-8366656.43975561,4863807.16535468,126515001,5040,4460,"DUCKREY, TANNER SCHOOL",TANNER G. DUCKREY SCHOOL,1501 W DIAMOND ST,19121,(215) 400-7350,ELEMENTARY/MIDDLE,K-8,419,1,DISTRICT,121
-8366124.83618136,4862920.14231086,126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",PAUL L. DUNBAR SCHOOL,1750 N 12TH ST,19122,(215) 400-7410,ELEMENTARY/MIDDLE,K-8,224,1,DISTRICT,122
-8363371.28233153,4867665.09415678,126515001,3849,5020,"EDISON, THOMAS A. HIGH SCHOOL",THOMAS A. EDISON HIGH SCHOOL,151 W LUZERNE ST,19140,(215) 400-3900,HIGH SCHOOL,9-12,1020,1,DISTRICT,123
-8367997.42785703,4876550.48198798,126515001,3708,6210,"EDMONDS, FRANKLIN S. SCHOOL",FRANKLIN S. EDMONDS SCHOOL,8025 THOURON AVE,19150,(215) 400-3370,ELEMENTARY/MIDDLE,K-8,363,1,DISTRICT,124
-8362421.71415448,4865505.29996593,126515001,3688,5260,"ELKIN, LEWIS SCHOOL",LEWIS ELKIN SCHOOL,3199 D ST,19134,(215) 400-7140,ELEMENTARY SCHOOL,K-4,456,1,DISTRICT,125
-8364383.79958387,4873941.58001183,126515001,3738,7260,ELLWOOD SCHOOL,ELLWOOD SCHOOL,6701 N 13TH ST,19126,(215) 400-3540,ELEMENTARY SCHOOL,K-5,263,1,DISTRICT,126
-8368792.29670904,4873807.48000948,126515001,3709,6220,"EMLEN, ELEANOR C. SCHOOL",ELEANOR C. EMLEN SCHOOL,6501 CHEW AVE,19119,(215) 400-3470,ELEMENTARY SCHOOL,K-5,267,1,DISTRICT,127
-8366915.18216909,4863532.933963,126515001,7023,4030,ENGINEERING & SCIENCE HIGH,HIGH SCHOOL OF ENGINEERING AND SCIENCE,1600 W NORRIS ST,19121,(215) 400-7380,MIDDLE/HIGH,7-12,851,1,DISTRICT,128
-8354788.04722228,4875608.57286152,126515001,7235,8380,"FARRELL, LOUIS H. SCHOOL",LOUIS H. FARRELL SCHOOL,8300 CASTOR AVE,19152,(215) 400-3230,ELEMENTARY/MIDDLE,K-8,1189,1,DISTRICT,129
-8367118.83760806,4853663.46196346,126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. NEWLIN FELL SCHOOL,900 W OREGON AVE,19148,(215) 400-8260,ELEMENTARY/MIDDLE,K-8,530,1,DISTRICT,130
-8359248.96251507,4871207.25167203,126515001,3816,7120,"FELS, SAMUEL HIGH SCHOOL",SAMUEL FELS HIGH SCHOOL,5500 LANGDON ST,19124,(215) 400-7100,HIGH SCHOOL,9-12,1259,1,DISTRICT,131
-8362506.09743792,4868752.55680209,126515001,7368,7500,FELTONVILLE ARTS & SCIENCES,FELTONVILLE SCHOOL OF ARTS AND SCIENCES,210 E COURTLAND ST,19120,(215) 400-3810,MIDDLE SCHOOL,6-8,542,1,DISTRICT,132
-8362434.32214545,4868898.47620551,126515001,3751,7310,FELTONVILLE INTERMEDIATE,FELTONVILLE INTERMEDIATE SCHOOL,238 E WYOMING AVE,19120,(215) 400-3730,ELEMENTARY SCHOOL,3-5,517,1,DISTRICT,133
-8362228.42120602,4872281.30022899,126515001,3739,7270,"FINLETTER, THOMAS K. SCHOOL",THOMAS K. FINLETTER SCHOOL,6100 N FRONT ST,19120,(215) 400-3750,ELEMENTARY/MIDDLE,K-8,607,1,DISTRICT,134
-8367478.39633415,4869735.86120472,126515001,6913,6230,FITLER ACADEMICS PLUS,FITLER ACADEMICS PLUS SCHOOL,140 W SEYMOUR ST,19144,(215) 400-3610,ELEMENTARY/MIDDLE,K-8,159,1,DISTRICT,135
-8346349.02976236,4877619.00018684,126515001,3731,8390,"FITZPATRICK, A. L. SCHOOL",A.L. FITZPATRICK SCHOOL,11061 KNIGHTS RD,19154,(215) 400-3060,ELEMENTARY/MIDDLE,K-8,844,1,DISTRICT,136
-8366889.56399305,4855423.74404238,226519042,,,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,913 PIERCE ST,19148,(215) 468-0353,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,137
-8368650.45627275,4861085.77552469,226517652,,,ST FRANCIS XAVIER SCHOOL,ST FRANCIS XAVIER SCHOOL,641-51 N 24TH ST,19130,(215) 763-6564,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,138
-8366991.58149585,4859884.33131372,226515602,,,ROMAN CATHOLIC HIGH SCHOOL,ROMAN CATHOLIC HIGH SCHOOL,301 N BROAD ST,19107,(215) 627-1270,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,139
-8366239.54993294,4859772.85884444,226512352,,,HOLY REDEEMER SCHOOL,HOLY REDEEMER CHINESE CATHOLIC SCHOOL,903-27 VINE ST,19107,(215) 922-0999,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE,140
-8365071.53040565,4867907.26805717,226512952,,,LITTLE FLOWER CATHOLIC SCHOOL,LITTLE FLOWER CATHOLIC SCHOOL,1000 W LYCOMING ST,19140,(215) 455-6900,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,141
-8352379.14465252,4874062.91304852,226510502,,,SAINT LUCY SCHOOL FOR THE VISUALLY IMPAIRED,SAINT LUCY SCHOOL FOR THE VISUALLY IMPAIRED,3031 STAMFORD ST,19136,(215) 333-2496,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE,142
-8364432.47826158,4866656.12107409,226519442,,,ST VERONICA SCHOOL,ST VERONICA SCHOOL,3501-25 N 6TH ST,19140,(215) 225-1575,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE,143
-8359353.34843498,4864284.21799975,226517752,,,ST GEORGE SCHOOL,ST GEORGE SCHOOL,2700 E VENANGO ST,19134,(215) 634-8803,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,144
-8365357.73886083,4861252.8272385,226511132,,,THE CITY SCHOOL,THE CITY SCHOOL,910 N 6TH ST,19123,(215) 731-1930,MIDDLE/HIGH,6-12,,3,PRIVATE,145
-8346076.5269247,4877959.88605652,126515001,8039,8040,ARTS ACADEMY AT BENJAMIN RUSH,ARTS ACADEMY AT BENJAMIN RUSH,11081 KNIGHTS RD,19154,(215) 400-3030,HIGH SCHOOL,9-12,600,1,DISTRICT,146
-8368125.0966591,4870667.16375771,226511702,,,GERMANTOWN FRIENDS SCHOOL,GERMANTOWN FRIENDS SCHOOL,31 W COULTER ST,19144,(215) 951-2300,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,147
-8368395.7400959,4870776.13184592,226511952,,,GREENE STREET FRIENDS SCHOOL,GREENE STREET FRIENDS SCHOOL,5511 GREENE ST,19144,(215) 438-7000,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,148
-8369397.74742248,4870873.90795823,300517255,,,WALDORF SCHOOL OF PHILADELPHIA,WALDORF SCHOOL OF PHILADELPHIA,6000 WAYNE AVE,19144,(215) 248-1662,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,149
-8369659.92163275,4873698.01242798,226510019,,,JESUS IS THE WAY CHRISTIAN ACADEMY,JESUS IS THE WAY CHRISTIAN ACADEMY,6753 GERMANTOWN AVE,19119,(267) 970-9779,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,150
-8365730.25022085,4858298.80203709,326510174,,,"CHESTERBROOK ACADEMY
",CHESTERBROOK ACADEMY,510 WALNUT ST,19106,(215) 709-9354,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,151
-8366661.17066553,4866331.08129535,226510080,,,CRISTO REY PHILADELPHIA HIGH SCHOOL,CRISTO REY PHILADELPHIA HIGH SCHOOL,1717 W ALLEGHENY AVE,19132,(215) 219-3943,HIGH SCHOOL,9-12,,3,PRIVATE,152
-8361806.09522744,4869910.65317632,226510081,,,OLNEY CHRISTIAN SCHOOL,OLNEY CHRISTIAN SCHOOL,425 E ROOSEVELT BLVD,19120,(215) 324-2323,ELEMENTARY SCHOOL,K-8,,3,PRIVATE,153
-8367620.27075224,4854697.32979292,226511502,,,OUR LADY OF HOPE REGIONAL CATHOLIC SCHOOL,OUR LADY OF HOPE,1248 JACKSON ST,19148,(215) 467-5385,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,154
-8369236.24249544,4852880.60448244,226510086,,,PHILADELPHIA CLASSICAL SCHOOL,PHILADELPHIA CLASSICAL SCHOOL,3301 S 20TH ST,19145,(267) 990-2698,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,155
-8373278.09457154,4857863.17590523,226510071,,,PHILADELPHIA FREE SCHOOL,PHILADELPHIA FREE SCHOOL,4950 SPRINGFIELD AVE,19143,(215) 218-9586,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,156
-8368361.83191983,4870596.58853146,300517000,,,PENNSYLVANIA SCHOOL FOR THE DEAF,PENNSYLVANIA SCHOOL FOR THE DEAF,100-52 W SCHOOL HOUSE LA,19144,(215) 951-4700,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,157
-8376818.79990282,4863447.51469165,300516590,,,OVERBROOK SCHOOL FOR BLIND,OVERBROOK SCHOOL FOR BLIND,6333 MALVERN AVE,19151,(215) 877-0313,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,158
-8368078.768757,4862146.09913354,226511852,,,GIRARD COLLEGE,GIRARD COLLEGE,2101 S COLLEGE AVE,19121,(215) 787-2600,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE,159
-8371977.56023809,4858683.60505682,226515832,,,THE CITY SCHOOL AT SPRUCE HILL,THE CITY SCHOOL AT SPRUCE HILL,4115 BALTIMORE AVE,19104,(215) 382-7839,ELEMENTARY SCHOOL,K-5,,3,PRIVATE,160
-8352876.3788972,4870790.18101598,326510170,,,BRIDGE WAY SCHOOL,BRIDGE WAY SCHOOL,7360 JACKSON ST,19136,(267) 437-2194,UNGRADED,9-12,,3,PRIVATE,161
-8372891.15874855,4865629.26557654,300515921,,,METHODIST SERVICES FOR CHILDREN AND FAMILIES,METHODIST SERVICES FOR CHILDREN AND FAMILIES,4300 MONUMENT RD,19131,(215) 877-1925,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,162
-8368339.98710512,4861587.39155292,126515001,3618,2210,BACHE-MARTIN SCHOOL,BACHE-MARTIN SCHOOL,2201 BROWN ST,19130,(215) 400-7550,ELEMENTARY/MIDDLE,K-8,581,1,DISTRICT,163
-8354820.64835717,4879321.36625519,126515001,6824,8160,BALDI MIDDLE SCHOOL,BALDI SCHOOL,8801 VERREE RD,19115,(215) 400-3090,MIDDLE SCHOOL,6-8,1509,1,DISTRICT,164
-8375523.05862546,4860766.69251824,126515001,8029,1200,"BARRY, JOHN ELEMENTARY SCHOOL",JOHN BARRY SCHOOL,5900 RACE ST,19139,(215) 400-7640,ELEMENTARY/MIDDLE,K-8,446,1,DISTRICT,165
-8362270.00943511,4868903.35877703,126515001,3732,7200,BARTON SCHOOL,CLARA BARTON SCHOOL,4600 ROSEHILL ST,19120,(215) 400-3720,ELEMENTARY SCHOOL,K-2,490,1,DISTRICT,166
-8374995.16127157,4854568.0028383,126515001,3847,1010,"BARTRAM, JOHN HIGH SCHOOL",JOHN BARTRAM HIGH SCHOOL,2401 S 67TH ST,19142,(215) 400-8100,HIGH SCHOOL,9-12,589,1,DISTRICT,167
-8365968.33907217,4856347.47553835,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,VARE-WASHINGTON SCHOOL,1198 S 5TH ST,19147,(215) 400-8120,ELEMENTARY/MIDDLE,K-8,343,1,DISTRICT,168
-8368352.10628285,4862502.48916893,126515001,,5180,VAUX HIGH SCHOOL,VAUX HIGH SCHOOL: A BIG PICTURE,2300 W MASTER ST,19121,(267) 507-9690,HIGH SCHOOL,9-12,287,1,DISTRICT,169
-8366848.04300071,4861307.94546017,126510004,7685,3335,PEOPLE FOR PEOPLE,PEOPLE FOR PEOPLE CHARTER SCHOOL,800 N BROAD ST,19130,(215) 763-7060,ELEMENTARY/MIDDLE/HIGH,K-12,547,2,CHARTER,170
-8372976.34471396,4860329.62834269,,,2530,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER SCHOOL,91 N 48TH ST,19139,(215) 683-3495,ELEMENTARY/MIDDLE/HIGH,K-12,184,1,DISTRICT,171
-8363020.18931688,4868128.86040856,126515001,,8470,PHILADELPHIA LEARNING ACADEMY-NORTH,PHILADELPHIA LEARNING ACADEMY NORTH,4224 N FRONT ST,19140,(215) 400-9050,MIDDLE/HIGH,8-12,74,1,DISTRICT,172
-8372388.87635943,4861504.95499487,126515001,8121,8460,PHILADELPHIA LEARNING ACADEMY-WEST,PHILADELPHIA LEARNING ACADEMY WEST,4300 WESTMINSTER AVE,19104,(215) 400-9080,HIGH SCHOOL,9-12,101,1,DISTRICT,173
-8356382.94161344,4865981.97271927,126515001,3745,7470,BRIDESBURG SCHOOL,BRIDESBURG SCHOOL,2824 JENKS ST,19137,(215) 400-7240,ELEMENTARY/MIDDLE,K-8,525,1,DISTRICT,174
-8363138.66820571,4863995.33027942,126515001,3684,5210,"BROWN, HENRY A. SCHOOL",HENRY A. BROWN SCHOOL,1946 E SERGEANT ST,19125,(215) 400-7490,ELEMENTARY/MIDDLE,K-8,334,1,DISTRICT,175
-8351703.07439792,4872260.15576555,126515001,6529,8210,"BROWN, JOSEPH H. SCHOOL",JOSEPH H. BROWN SCHOOL,3600 STANWOOD ST,19136,(215) 400-3320,ELEMENTARY/MIDDLE,K-8,442,1,DISTRICT,176
-8376075.1186043,4859084.39227492,126515001,3601,1230,"BRYANT, WILLIAM C. SCHOOL",WILLIAM C. BRYANT SCHOOL,6001 CEDAR AVE,19143,(215) 400-7910,ELEMENTARY/MIDDLE,K-8,301,1,DISTRICT,177
-8365935.91681192,4873738.85367409,126515001,8332,5610,BUILDING 21,BUILDING 21,6501 LIMEKILN PIKE,19138,(215) 400-7450,HIGH SCHOOL,9-12,371,1,DISTRICT,178
-8358328.45409592,4871605.02052226,126515001,7230,7220,"CARNELL, LAURA H. SCHOOL",LAURA H. CARNELL SCHOOL,1100 DEVEREAUX AVE,19111,(215) 400-3150,ELEMENTARY SCHOOL,K-5,645,1,DISTRICT,179
-8376877.10034645,4862339.90262002,126515001,3664,4240,"CASSIDY,LEWIS C ACADEMICS PLUS",LEWIS C. CASSIDY ACADEMICS PLUS SCHOOL,6523 LANSDOWNE AVE,19151,(215) 400-7510,ELEMENTARY/MIDDLE,K-8,306,1,DISTRICT,180
-8375668.57980645,4855402.92787034,126515001,3602,1250,"CATHARINE, JOSEPH SCHOOL",JOSEPH W. CATHARINE SCHOOL,6600 CHESTER AVE,19142,(215) 400-8150,ELEMENTARY SCHOOL,K-5,400,1,DISTRICT,181
-8363996.36361363,4868531.3063978,126515001,7404,5490,CAYUGA SCHOOL,CAYUGA SCHOOL,4344 N 5TH ST,19140,(215) 400-3850,ELEMENTARY SCHOOL,K-5,361,1,DISTRICT,182
-8365671.70328036,4871368.36957484,126515001,3848,6010,CENTRAL HIGH SCHOOL,CENTRAL HIGH SCHOOL,1700 W OLNEY AVE,19141,(215) 400-3590,HIGH SCHOOL,9-12,2329,1,DISTRICT,183
-8367941.00348016,4856448.44761984,126515001,3622,2260,"CHILDS, GEORGE W. SCHOOL",GEORGE W. CHILDS SCHOOL,1599 WHARTON ST,19146,(215) 400-7950,ELEMENTARY/MIDDLE,K-8,437,1,DISTRICT,184
-8363403.95492165,4866933.2474501,126515001,6767,7730,"CLEMENTE, ROBERTO MIDDLE SCHOOL",ROBERTO CLEMENTE SCHOOL,122 W ERIE AVE,19140,(215) 400-3930,MIDDLE SCHOOL,6-8,260,1,DISTRICT,185
-8373038.99080365,4857302.56894084,126515001,3782,1260,"COMEGYS, BENJAMIN B. SCHOOL",BENJAMIN B. COMEGYS SCHOOL,5100 GREENWAY AVE,19143,(215) 400-7860,ELEMENTARY/MIDDLE,K-8,252,1,DISTRICT,186
-8349975.79642921,4883536.16500378,126515001,3760,8370,"COMLY, WATSON SCHOOL",WATSON COMLY SCHOOL,1001 BYBERRY RD,19116,(215) 400-3010,ELEMENTARY SCHOOL,K-5,618,1,DISTRICT,187
-8369198.91370089,4855716.04969826,126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",DELAPLAINE MCDANIEL SCHOOL,1801 S 22ND ST,19145,(215) 400-8220,ELEMENTARY/MIDDLE,K-8,230,1,DISTRICT,188
-8364685.53835335,4863479.64298023,126515001,5293,5350,"MCKINLEY, WILLIAM SCHOOL",WILLIAM MCKINLEY SCHOOL,2101 N ORKNEY ST,19122,(215) 400-7440,ELEMENTARY/MIDDLE,K-8,285,1,DISTRICT,189
-8367298.13335246,4862831.08837938,126515001,3630,4570,"MEADE, GEN. GEORGE G. SCHOOL",GENERAL GEORGE G. MEADE SCHOOL,1600 N 18TH ST,19121,(215) 400-7310,ELEMENTARY/MIDDLE,K-8,291,1,DISTRICT,190
-8365770.866017,4857178.02403517,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",WILLIAM M. MEREDITH SCHOOL,725 S 5TH ST,19147,(215) 400-7990,ELEMENTARY/MIDDLE,K-8,556,1,DISTRICT,191
-8370291.62862998,4867908.61112898,126515001,3720,6320,"MIFFLIN, THOMAS SCHOOL",THOMAS MIFFLIN SCHOOL,3624 CONRAD ST,19129,(215) 400-3830,ELEMENTARY/MIDDLE,K-8,360,1,DISTRICT,192
-8373861.6606373,4856765.63500957,126515001,3798,1370,MITCHELL ELEMENTARY SCHOOL,S. WEIR MITCHELL SCHOOL,5500 KINGSESSING AVE,19143,(215) 400-7880,ELEMENTARY/MIDDLE,K-8,287,1,DISTRICT,193
-8364091.5254001,4862271.09695751,126515001,3697,5370,"MOFFET, JOHN SCHOOL",JOHN MOFFET SCHOOL,127 W OXFORD ST,19122,(215) 400-7390,ELEMENTARY SCHOOL,K-5,218,1,DISTRICT,194
-8357523.61421824,4873085.01494723,126515001,3770,8310,"MOORE, J. HAMPTON SCHOOL",J. HAMPTON MOORE SCHOOL,6900 SUMMERDALE AVE,19111,(215) 400-3180,ELEMENTARY SCHOOL,K-5,1194,1,DISTRICT,195
-8368850.14973309,4862373.78350068,126515001,4868,2390,"MORRIS, ROBERT SCHOOL",ROBERT MORRIS SCHOOL,2600 W THOMPSON ST,19121,(215) 400-7320,ELEMENTARY/MIDDLE,K-8,215,1,DISTRICT,196
-8363378.31074835,4870230.20918896,126515001,3749,7390,"MORRISON, ANDREW J. SCHOOL",ANDREW J. MORRISON SCHOOL,5100 N 3RD ST,19120,(215) 400-3780,ELEMENTARY/MIDDLE,K-8,512,1,DISTRICT,197
-8374220.64979587,4854855.85619859,126515001,6535,1380,"MORTON, THOMAS G. SCHOOL",THOMAS G. MORTON SCHOOL,2501 S 63RD ST,19142,(215) 400-8160,ELEMENTARY SCHOOL,K-5,356,1,DISTRICT,198
-8375883.78493598,4857885.09039236,126515001,7815,1190,MOTIVATION HIGH SCHOOL,MOTIVATION HIGH SCHOOL,5900 BALTIMORE AVE,19143,(215) 400-7930,HIGH SCHOOL,9-12,201,1,DISTRICT,199
-8364051.42699843,4866110.83220068,126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",HONORABLE LUIS MUNOZ-MARIN SCHOOL,3300 N 3RD ST,19140,(215) 400-3920,ELEMENTARY/MIDDLE,K-8,499,1,DISTRICT,200
-8372986.20240707,4860775.55348688,126515001,7022,1580,MYA-MIDDLE YEARS ALTERNATIVE,MIDDLE YEARS ALTERNATIVE SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7720,MIDDLE SCHOOL,5-8,128,1,DISTRICT,201
-8366086.08677665,4856747.08413949,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",GEORGE W. NEBINGER SCHOOL,601 CARPENTER ST,19147,(215) 400-8110,ELEMENTARY/MIDDLE,K-8,374,1,DISTRICT,202
-8367067.2622713,4860279.65874787,126515001,,8780,PHILADELPHIA VIRTUAL ACADEMY,PHILADELPHIA VIRTUAL ACADEMY,440 N BROAD ST,19130,(215) 400-3110,ELEMENTARY/MIDDLE/HIGH,K-12,921,1,DISTRICT,203
-8352033.65645882,4874630.70034247,126515001,3801,8410,"POLLOCK, ROBERT B. SCHOOL",ROBERT B. POLLOCK SCHOOL,2875 WELSH RD,19152,(215) 400-3210,ELEMENTARY/MIDDLE,K-8,845,1,DISTRICT,204
-8366196.0449677,4853906.66411627,126515001,3657,2690,"TAGGART, JOHN H. SCHOOL",JOHN H. TAGGART SCHOOL,400 W PORTER ST,19148,(215) 400-8290,ELEMENTARY/MIDDLE,K-8,484,1,DISTRICT,205
-8364339.53145761,4866969.85472871,126515001,3755,7440,"TAYLOR, BAYARD SCHOOL",BAYARD TAYLOR SCHOOL,3698 N RANDOLPH ST,19140,(215) 400-3880,ELEMENTARY SCHOOL,K-5,395,1,DISTRICT,206
-8363403.95492165,4866933.2474501,126515001,,5660,THE LINC,THE LINC,122 W ERIE AVE,19140,(215) 400-3940,HIGH SCHOOL,9-12,223,1,DISTRICT,207
-8365242.95296283,4863324.44344623,126515001,,5620,THE U SCHOOL,THE U SCHOOL,2000 N 7TH ST,19122,(215) 400-7460,HIGH SCHOOL,9-12,195,1,DISTRICT,208
-8373291.05050507,4859449.57718862,126515001,8328,8560,THE WORKSHOP SCHOOL,THE WORKSHOP SCHOOL,221 S HANSON ST,19139,(215) 400-7730,HIGH SCHOOL,9-12,214,1,DISTRICT,209
-8374827.79164685,4854525.66007651,126515001,3832,1130,TILDEN MIDDLE SCHOOL,WILLIAM T. TILDEN SCHOOL,6601 ELMWOOD AVE,19142,(215) 400-8170,MIDDLE SCHOOL,5-8,266,1,DISTRICT,210
-8367383.37630611,4857142.84860814,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS SCHOOL,901 S BROAD ST,19147,(215) 400-8140,HIGH SCHOOL,9-12,646,1,DISTRICT,211
-8371843.63984655,4861690.0800677,126513070,7557,3308,BELMONT ACADEMY CHARTER SCHOOL,BELMONT ACADEMY CHARTER SCHOOL,907 N 41ST ST,19104,(215) 386-5768,ELEMENTARY SCHOOL,PREK-K,240,2,CHARTER,212
-8350867.12064505,4881194.14798192,,,3322,PHILADELPHIA ACADEMY CHARTER SCHOOL (ANNEX),PHILADELPHIA ACADEMY CHARTER SCHOOL,1700 TOMLINSON RD,19116,(215) 673-3990,HIGH SCHOOL,9-12,,2,CHARTER,213
-8352103.46818496,4878780.35761779,126515001,3803,8400,"FRANK, ANNE SCHOOL",ANNE FRANK SCHOOL,2000 BOWLER ST,19115,(215) 400-3070,ELEMENTARY SCHOOL,K-5,1622,1,DISTRICT,214
-8358441.03141207,4869085.88312867,126515001,3850,7010,FRANKFORD HIGH SCHOOL,FRANKFORD HIGH SCHOOL,5000 OXFORD AVE,19124,(215) 400-7200,HIGH SCHOOL,9-12,911,1,DISTRICT,215
-8367079.39054615,4860864.59448858,126515001,6822,2290,FRANKLIN LEARNING CENTER,FRANKLIN LEARNING CENTER,616 N 15TH ST,19130,(215) 400-7570,HIGH SCHOOL,9-12,918,1,DISTRICT,216
-8366955.49192046,4860643.97291605,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",BENJAMIN FRANKLIN HIGH SCHOOL,550 N BROAD ST,19130,(215) 400-7600,HIGH SCHOOL,9-12,570,1,DISTRICT,217
-8360571.66182844,4872112.66117936,126515001,7231,7280,"FRANKLIN, BENJAMIN SCHOOL",BENJAMIN FRANKLIN SCHOOL,5737 RISING SUN AVE,19120,(215) 400-3760,ELEMENTARY/MIDDLE,K-8,571,1,DISTRICT,218
-8365724.85498481,4854869.7579139,126515001,3818,2160,"FURNESS, HORACE HIGH SCHOOL",FURNESS HIGH SCHOOL,1900 S 3RD ST,19148,(215) 400-8300,HIGH SCHOOL,9-12,896,1,DISTRICT,219
-8369084.29708192,4863671.94516512,126515001,3625,4530,"GIDEON, EDWARD SCHOOL",EDWARD GIDEON SCHOOL,2817 W GLENWOOD AVE,19121,(215) 400-7360,ELEMENTARY/MIDDLE,K-8,205,1,DISTRICT,220
-8369328.4240552,4854589.55061291,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,GIRARD ACADEMIC MUSIC PROGRAM,2136 W RITNER ST,19145,(215) 400-8230,MIDDLE/HIGH,5-12,635,1,DISTRICT,221
-8368644.25987686,4854985.08814399,126515001,3776,2320,"GIRARD, STEPHEN SCHOOL",STEPHEN GIRARD SCHOOL,1800 SNYDER AVE,19145,(215) 400-8180,ELEMENTARY SCHOOL,K-4,297,1,DISTRICT,222
-8365128.20028115,4871568.36715476,126515001,3843,6050,"GIRLS, PHILA HIGH SCHOOL FOR",PHILADELPHIA HIGH SCHOOL FOR GIRLS,1400 W OLNEY AVE,19141,(215) 400-3700,HIGH SCHOOL,9-12,596,1,DISTRICT,223
